application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,current_loans,customer_type,DTI,LTV,CCR,ITI,CWI,currency_code,session_flagged,created_at,employment_years,debt_to_income,credit_history_length,num_delinquencies,requested_amount,loan_term_months,score,decision,rule_reasons,top_feature,proposed_loan_option,proposed_consolidation_loan
APP_0001,26,20970750.0,26,11600400.0,24,10333950.0,car,0,552,4219950.0,4245450.0,4,bank,0.2012302850398755,1.1225523638105304,0.8908270404468696,0.0230487703100679,0.0,JPY,False,T08:38:07.693079,26,0.2012302850398755,20,0,11600400.0,24,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 4219950.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0002,57,17591700.0,3,10024950.0,24,4776150.0,real_estate,0,511,5686200.0,8988450.0,3,bank,0.3232319787172332,2.0989604597844886,0.4764263163407227,0.0237445073519098,0.0,JPY,False,T08:38:07.693079,3,0.3232319787172332,6,0,10024950.0,24,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 5686200.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0003,44,18399150.0,27,13622400.0,12,26832450.0,real_estate,0,755,5666400.0,43640700.0,1,bank,0.3079707486487122,0.507683793317417,1.9697300035235863,0.0616985023713264,0.6710815283513206,JPY,False,T08:38:07.693079,27,0.3079707486487122,23,0,13622400.0,12,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 5666400.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0004,35,13966800.0,25,8089800.0,36,5460600.0,real_estate,0,504,3993150.0,14061900.0,2,bank,0.2859029985393903,1.481485551038307,0.6749981458132338,0.0160893452086678,0.0,JPY,False,T08:38:07.693079,25,0.2859029985393903,9,0,8089800.0,36,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 3993150.0, ""new_term_months"": 36, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0005,43,5823450.0,15,11019900.0,72,18302250.0,car,1,690,1930650.0,15013350.0,2,non-bank,0.3315302784431824,0.6021062984059288,1.6608363052296071,0.0262823870153494,0.4417490609514863,JPY,False,T08:38:07.693079,15,0.3315302784431824,6,0,11019900.0,72,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": false, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 1930650.0, ""new_term_months"": 72, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0006,63,11079750.0,22,4807350.0,12,8004750.0,real_estate,0,555,3946350.0,35920350.0,3,bank,0.3561768090435205,0.6005621662137993,1.6651065555867055,0.0361571786336885,0.4282110249439382,JPY,False,T08:38:07.693079,22,0.3561768090435205,23,0,4807350.0,12,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 3946350.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0007,58,22444350.0,15,14475750.0,24,4829550.0,deposit,1,314,6200850.0,9737250.0,4,bank,0.276276657599795,2.997328943690313,0.3336303818454967,0.0268734113473931,0.0,JPY,False,T08:38:07.693079,15,0.276276657599795,19,0,14475750.0,24,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": false, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 6200850.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0008,57,4578150.0,8,9632850.0,12,23560650.0,real_estate,0,591,7279800.0,23838900.0,1,bank,1.5901182792175357,0.4088533211095593,2.445864930939404,0.1753410220139311,0.0,JPY,False,T08:38:07.693079,8,1.5901182792175357,20,0,9632850.0,12,0.5,denied,"{""model_threshold"": true, ""max_dti"": false, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": false}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 7279800.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0009,41,20235000.0,23,11893500.0,48,5338950.0,land,0,327,6956250.0,13942950.0,2,non-bank,0.3437731653076327,2.2276852190036744,0.4488964560474152,0.0122451816157566,0.0,JPY,False,T08:38:07.693079,23,0.3437731653076327,29,0,11893500.0,48,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 6956250.0, ""new_term_months"": 48, ""note"": ""Consolidate existing debt to improve affordability.""}"
APP_0010,55,16584150.0,7,7315500.0,24,20502450.0,land,0,812,1360950.0,10110150.0,0,bank,0.0820632953754028,0.3568110152689043,2.8026040598728152,0.0183797481322405,1.6546764304625972,JPY,False,T08:38:07.693079,7,0.0820632953754028,11,0,7315500.0,24,0.5,denied,"{""model_threshold"": true, ""max_dti"": true, ""min_emp_years"": true, ""min_credit_hist"": true, ""salary_floor"": true, ""max_delinquencies"": true, ""max_current_loans"": true, ""requested_min"": true, ""requested_max"": false, ""allowed_term"": true, ""min_income_debt_ratio"": true}",score,,"{""type"": ""consolidation"", ""buyback_amount"": 1360950.0, ""new_term_months"": 24, ""note"": ""Consolidate existing debt to improve affordability.""}"
