application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,current_loans,customer_type,DTI,LTV,CCR,ITI,CWI,currency_code,session_user_name,session_user_email,session_flagged,created_at
APP_0001,64,15305250.0,0,12268200.0,72,25812750.0,car,0,501,48300.0,39051600.0,3,bank,0.0031557798794530976,0.47527675276752496,2.1040372670807197,0.011132890130138249,1.1005531684871177,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0002,55,18356100.0,9,11248050.0,36,8151450.0,land,0,304,4248150.0,10832400.0,2,bank,0.231429878895842,1.3798833336400018,0.724698947817612,0.017021362562017625,0.0,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0003,35,17607000.0,15,8706000.0,72,9831150.0,deposit,0,321,5594250.0,35451600.0,4,bank,0.31772874424944353,0.8855525548892924,1.1292384562370585,0.006867533745952532,0.08817568382814336,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0004,63,6272850.0,27,13381200.0,60,10487700.0,car,0,484,4131750.0,25976100.0,0,bank,0.658671895549854,1.2758946194112921,0.7837637880010673,0.035553217436456744,0.0,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0005,42,19238400.0,22,2577750.0,48,6308700.0,real_estate,2,549,2879550.0,34480500.0,0,non-bank,0.14967720808383117,0.4086024062009509,2.4473668897292726,0.002791454850657059,1.2307290546016865,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0006,43,13801200.0,23,13875000.0,72,5676600.0,deposit,0,738,6214050.0,34365900.0,4,bank,0.4502543257108028,2.4442447944191303,0.4091243243243199,0.013963157792848065,0.0,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0007,40,9807750.0,16,12865650.0,48,11193900.0,real_estate,0,373,2782650.0,24660750.0,1,bank,0.2837195075323043,1.1493447323988804,0.8700609763206576,0.02732883433962039,0.0,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0008,27,13391550.0,3,7926750.0,60,26380200.0,land,0,761,5328900.0,12697800.0,1,bank,0.39793003797170157,0.3004810426001302,3.327996972277352,0.009865362859250546,1.2634780563594437,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0009,62,21880800.0,11,11200800.0,24,1244100.0,real_estate,0,428,3481050.0,24388950.0,3,non-bank,0.15909153230229134,9.003134796237159,0.1110724233983272,0.021329201856447252,0.0,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0010,21,19829400.0,29,8163900.0,72,9357450.0,real_estate,0,376,199200.0,37465350.0,0,bank,0.010045689733426049,0.8724492249490908,1.146198508065977,0.005718150826471013,0.14472984321449017,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0011,28,19381800.0,1,4579800.0,48,2946000.0,deposit,1,684,3978750.0,43723650.0,2,bank,0.20528279107203506,1.5545824847249716,0.6432595309838647,0.004922788389004711,0.0,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0012,31,12427350.0,26,12148050.0,60,17370750.0,real_estate,1,725,370800.0,41846400.0,1,bank,0.029837415056306896,0.69933940676136,1.4299208514946666,0.016292089624628185,0.4170931246072799,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0013,33,18452550.0,20,4254300.0,36,8417250.0,land,1,632,6982050.0,9393750.0,0,bank,0.37837859807993707,0.5054263565891383,1.9785276073618934,0.006404263909146238,0.6082737031058182,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0014,26,10970400.0,8,5230800.0,72,24008850.0,land,2,363,4511550.0,27486600.0,4,bank,0.41124753883175985,0.21786966056266616,4.589900206469243,0.006622365638353203,1.3814434868942442,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0015,21,16615500.0,23,8149800.0,12,18048450.0,real_estate,2,363,2790150.0,6049800.0,0,bank,0.16792452830188528,0.451551241242319,2.2145880880512,0.04087448466452397,1.0106289562841355,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0016,50,15741750.0,25,12682650.0,12,23774100.0,real_estate,2,514,3646350.0,30599100.0,0,non-bank,0.23163561865738974,0.5334649892109448,1.8745372615344362,0.06713913636742522,0.6719632819199814,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0017,63,8433600.0,1,6220800.0,48,19485300.0,deposit,0,547,4643700.0,44666550.0,3,bank,0.5506189527603773,0.31925605456420747,3.132282021604863,0.015367103016184987,0.917740281305907,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0018,26,8746050.0,3,7791450.0,60,13825500.0,land,0,849,1951350.0,3787050.0,4,non-bank,0.22311214776956073,0.5635564717370015,1.774445064782516,0.014847559755299078,0.6016569630493758,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0019,34,4896150.0,19,1343700.0,60,25995750.0,real_estate,0,457,2162850.0,30060900.0,0,bank,0.44174504457582664,0.05168921842993537,19.34639428443633,0.004574002021920502,1.5881975792809784,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0020,43,6370650.0,29,2400900.0,36,14916150.0,deposit,0,405,3139800.0,42630000.0,3,bank,0.49285394739939037,0.1609597650868338,6.212732725227651,0.010468581175360843,1.2765478293279013,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0021,61,11880300.0,0,1547100.0,48,28558050.0,car,0,820,1939200.0,38352450.0,2,bank,0.16322820130804572,0.054173866913181816,18.45908473918766,0.0027129996716689065,2.3743219038987378,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0022,51,12710100.0,19,1776750.0,48,29847300.0,real_estate,1,384,5684250.0,18573000.0,4,bank,0.447223074562744,0.05952799750731192,16.79881806669339,0.002912300060521035,1.559613665993182,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0023,54,6846000.0,4,13126350.0,72,18163800.0,deposit,0,314,778500.0,6020550.0,0,bank,0.11371603856266184,0.7226654114227139,1.383766241186605,0.026630209854532662,0.3401258645047987,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0024,46,11566650.0,19,12748350.0,48,20628300.0,real_estate,0,532,6199500.0,41689650.0,4,bank,0.5359805993956693,0.6180029377117798,1.6181152855075172,0.02296175858995158,0.2868174842855817,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0025,39,15078300.0,18,12461850.0,36,8563050.0,land,0,520,2613900.0,41577450.0,3,bank,0.17335508644873585,1.4553050606968057,0.6871411548044549,0.02295766100889231,0.0,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0026,29,8110650.0,2,1541700.0,72,24661500.0,deposit,0,640,4209150.0,26685450.0,4,non-bank,0.5189658042203673,0.06251444559333336,15.99630278264098,0.002640047345120577,1.352887829157102,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0027,59,10091850.0,20,1856400.0,12,20541750.0,land,0,782,1183050.0,44081850.0,1,bank,0.11722825844617016,0.09037204717222178,11.065368455073443,0.015329201284908717,2.4089815562514683,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0028,56,10640700.0,26,4748700.0,72,27193500.0,land,1,813,2890200.0,1700850.0,4,non-bank,0.27161746877554666,0.1746262893706207,5.726514625055097,0.006198292092226047,1.8035633776630404,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0029,22,13219650.0,25,8805450.0,12,8889750.0,car,0,459,5659350.0,28322550.0,3,non-bank,0.42810134912799774,0.9905171686492704,1.0095736163398632,0.055507331883888206,0.005475138268753304,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0030,52,10619850.0,0,5511300.0,24,23882550.0,real_estate,1,839,2030100.0,3176550.0,0,bank,0.19116089210299309,0.23076681510140104,4.333378694681718,0.021623422175494806,1.8665576491144684,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0031,24,17567700.0,7,7697700.0,60,14743800.0,land,0,647,991950.0,42202650.0,4,bank,0.056464420498983446,0.522097424001948,1.915351338711526,0.007302891101160691,0.8636665558182389,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0032,53,9890400.0,7,3215100.0,60,6533100.0,deposit,0,338,3914250.0,31098150.0,3,bank,0.39576255763163676,0.49212471873994373,2.0320052253428185,0.005417879964319553,0.6235761978719728,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0033,57,11885550.0,13,11163450.0,72,6130350.0,real_estate,0,816,1218600.0,41234100.0,1,bank,0.1025278594595946,1.8210134821013038,0.5491447536379809,0.013045077145316056,0.0,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0034,26,10864950.0,4,5222850.0,60,17390400.0,deposit,1,375,2360550.0,25975950.0,2,bank,0.21726284980602462,0.30032949213358834,3.3296763261436766,0.008011771798171922,1.6429742982063795,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0035,40,7179600.0,25,1698150.0,48,10400100.0,car,1,623,3378450.0,5121900.0,1,bank,0.4705624268761393,0.1632820838261147,6.124370638635622,0.004927589977054741,1.3289697087850674,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0036,26,16607550.0,23,11333250.0,36,4134450.0,land,0,734,4230600.0,2654100.0,2,non-bank,0.25473956122365804,2.741174763269501,0.3648070941698052,0.01895598688495608,0.0,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0037,45,8164500.0,24,13614600.0,12,13501800.0,real_estate,1,437,4795200.0,16097400.0,4,non-bank,0.5873231673709244,1.0083544416299937,0.9917147767837359,0.13896135708315677,0.0,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0038,61,9316350.0,5,959100.0,12,20004150.0,land,0,448,5074800.0,33840450.0,4,bank,0.5447197668614767,0.04794505140183376,20.857209884263238,0.008579003579013058,1.3003553968753738,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0039,24,18613950.0,0,6972450.0,24,10385700.0,real_estate,1,561,6332100.0,8069850.0,1,non-bank,0.34018034860950785,0.6713509922296907,1.4895338080588283,0.0156075819472972,0.32300402657725985,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0040,38,21541050.0,27,12537150.0,12,28714050.0,car,0,786,495450.0,38568300.0,4,bank,0.023000271574505262,0.4366207483792755,2.2903171773488915,0.04850100157201851,1.2606395318526349,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0041,63,16328250.0,8,10812750.0,48,23650950.0,land,0,422,2717400.0,11917500.0,2,bank,0.16642322355426792,0.45718036696200076,2.1873205243809086,0.01379606663269517,0.989722815321311,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0042,34,20931450.0,19,12955800.0,60,15966600.0,real_estate,1,664,7950.0,23094150.0,3,bank,0.0003798112409794803,0.8114313629701927,1.2323901264298471,0.010316055504821675,0.23230186204755748,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0043,26,19765950.0,27,6666600.0,72,28117950.0,car,0,548,70800.0,10333950.0,3,bank,0.003581917388235803,0.23709409825396108,4.217734677346679,0.004684402554159045,2.280519707492961,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0044,42,12766950.0,1,6054600.0,36,13669500.0,land,0,361,1591950.0,21760350.0,2,bank,0.12469305511496334,0.44292768572368657,2.257704885541516,0.013173336883802286,1.1008778209303602,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
APP_0045,43,18192900.0,0,10855650.0,72,5222400.0,real_estate,0,690,4486050.0,21169500.0,2,bank,0.2465824579918519,2.0786707261028816,0.4810766743585071,0.00828745921016283,0.0,JPY,dzoan,dzoan@gmail.com,False,2025-10-28T08:00:05.007981
