application_id,asset_id,asset_type,age_years,market_value,condition_score,legal_penalty,employment_years,credit_history_years,delinquencies,current_loans,loan_amount,customer_type,city,lat,lon,depreciation_rate,market_segment,DTI,LTV,evidence_files,ai_adjusted,confidence,market_delta,decision,rule_reasons,ltv_ai,realizable_value,valuation_gap_pct,ltv_cap,policy_breaches,human_decision,human_reason
APP_0001,A0001,House,34,759172,0.9699233717248108,0.9573891686271097,15,21,0,4,46055,bank,Can Tho,10.0452,105.7469,3.00766282751892,High,0.5193571892754305,0.0606647768885048,[],617194.811658344,70.3,-18.7,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.07461987549158842,544467.3054996826,-18.701583875808907,0.8,legal<0.97,denied,
APP_0002,A0002,Land,11,1661269,0.6099437965545025,0.9968063731687872,10,11,2,2,13450,bank,Hue,16.4637,107.5909,39.00562034454976,High,0.4756512267182365,0.05,[],954492.2230349822,63.7,-42.54,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.014091262008645047,551310.957344264,-42.5443908822122,0.8,"confidence<70%, condition<0.75",review,
APP_0003,A0003,Land,36,69336,0.8220792169307298,0.9718952018599376,15,24,2,1,19863,bank,Hanoi,21.0285,105.8542,17.792078306927017,Mass,0.6332384782728779,0.2864745586708203,[],47088.06196242776,67.5,-32.09,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.4218266620496926,35741.06822376568,-32.08713804888116,0.8,confidence<70%,review,
APP_0004,A0004,Car,12,1797513,0.853590044672434,0.9691659911388704,28,19,5,2,123185,bank,Hanoi,21.0285,105.8542,14.640995532756596,High,0.604783724638867,0.068530797830113,[],1397807.6110145946,68.1,-22.24,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.08812729236077527,1098546.6737486809,-22.236578482904182,0.8,"confidence<70%, legal<0.97",review,
APP_0005,A0005,Car,17,1108512,0.6423589615003013,0.9864842854338688,2,16,1,4,39689,non-bank,Can Tho,10.0452,105.7469,35.76410384996988,High,0.8932357046988467,0.05,[],642731.302570509,64.1,-42.02,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.06175053220726873,386919.8543384659,-42.01855256681849,0.8,"confidence<70%, condition<0.75",review,
APP_0006,A0006,Factory,26,323485,0.656135838825565,0.977649653262645,29,22,2,1,53943,bank,HCMC,10.7769,106.7009,34.386416117443495,Mass,0.8995086228405597,0.1667558001143793,[],184141.0360020531,64.3,-43.08,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.2929439367300972,112215.07346281501,-43.075865650013725,0.8,"confidence<70%, condition<0.75",review,
APP_0007,A0007,House,5,639249,0.7676457277265215,0.9968069993419232,13,12,2,7,171004,bank,Hue,16.4637,107.5909,23.23542722734785,High,0.4889904922402948,0.2675076535121682,[],491228.7919493257,66.8,-23.16,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.34811477422040127,357091.35407523345,-23.15532883910249,0.8,confidence<70%,review,
APP_0008,A0008,Land,22,1130370,0.9864927648572728,0.9890150746954696,23,18,0,3,176038,bank,Hanoi,21.0285,105.8542,1.3507235142727336,High,0.1309192239167343,0.155734847881667,[],981538.7395421016,71.1,-13.17,approved,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.17934900876365167,909762.1534092525,-13.166596818554844,0.8,,approved,
APP_0009,A0009,Apartment,20,665599,0.8384170212937492,0.973968478206227,12,7,0,6,169415,bank,HCMC,10.7769,106.7009,16.158297870625084,High,0.6686668041234106,0.2545301300032001,[],513628.9065454142,67.9,-22.83,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.32983930195724026,398453.87142601877,-22.832079593657113,0.8,confidence<70%,review,
APP_0010,A0010,House,31,261722,0.9732092886400844,0.9688179736740412,9,24,2,5,58196,bank,HCMC,10.7769,106.7009,2.679071135991551,Mass,0.8801644664841008,0.2223580745982378,[],220240.34962550373,70.5,-15.85,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.264238592514752,197273.5799058492,-15.849508399942025,0.8,legal<0.97,review,
APP_0011,A0011,Car,39,1348678,0.9217443662451884,0.999331577246216,23,15,0,2,127740,non-bank,HCMC,10.7769,106.7009,7.82556337548117,High,0.3205774294846673,0.0947149727362647,[],1077078.7885257662,69.9,-20.14,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.11859856619666795,942521.3159761999,-20.138180609028527,0.8,confidence<70%,review,
APP_0012,A0012,Factory,26,1360868,0.7869526406221166,0.9858880118001822,20,19,0,1,126046,non-bank,Hue,16.4637,107.5909,21.304735937788344,High,0.4420275529619377,0.0926217678716819,[],918568.2653174156,67.0,-32.5,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.13722006818561733,677035.1633467551,-32.501295840785765,0.8,confidence<70%,review,
APP_0013,A0013,Land,16,281804,0.9139053797008748,0.997559733000192,4,11,2,5,45197,non-bank,Can Tho,10.0452,105.7469,8.609462029912507,Mass,0.4110603860931375,0.1603845225759748,[],236360.62231715757,69.7,-16.13,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.19122051531643441,204709.91321537655,-16.125880996310354,0.8,confidence<70%,review,
APP_0014,A0014,Land,16,598405,0.6071347135907951,0.955923928860852,21,21,1,2,115172,non-bank,Can Tho,10.0452,105.7469,39.286528640920494,High,0.0937062813733899,0.192464969376927,[],319515.1379323032,63.0,-46.61,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.36045866479228256,176166.54708459365,-46.60553672975607,0.8,"confidence<70%, legal<0.97, condition<0.75",review,
APP_0015,A0015,Land,17,525552,0.6436575987062939,0.9925266839595392,22,1,3,1,109798,non-bank,Hue,16.4637,107.5909,35.63424012937061,High,0.6214247665399282,0.2089193838097847,[],307208.96095246327,64.3,-41.55,review,"{'min_emp_years': True, 'min_credit_hist': False, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.35740493916448574,186446.6467503031,-41.54546820248743,0.8,"confidence<70%, condition<0.75",review,
APP_0016,A0016,Land,32,1335874,0.9317714459530946,0.9818536941995604,11,2,0,7,85271,non-bank,HCMC,10.7769,106.7009,6.822855404690542,High,0.3503370408081976,0.0638316188502808,[],1059597.1235434662,69.9,-20.68,review,"{'min_emp_years': True, 'min_credit_hist': False, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.08047492589904343,920917.1309972896,-20.681357407699664,0.8,confidence<70%,review,
APP_0017,A0017,Car,13,1474076,0.9187268353300648,0.9560960839167556,27,12,1,3,152815,bank,Can Tho,10.0452,105.7469,8.127316466993529,High,0.719344293436777,0.1036683318906216,[],1210652.2891680235,69.2,-17.87,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.1262253426250212,1010254.9200689069,-17.870429396583113,0.8,"confidence<70%, legal<0.97",review,
APP_0018,A0018,House,7,1467639,0.6930562967865734,0.979412899998461,19,18,2,0,138747,bank,Da Nang,16.0544,108.2022,30.694370321342657,High,0.7573020639896881,0.0945375531721356,[],990189.0410985546,65.1,-32.53,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.14012172851970633,638522.277924386,-32.53183915809306,0.8,"confidence<70%, condition<0.75",review,
APP_0019,A0019,Factory,14,1880584,0.8123078362396214,0.9843048182552724,10,20,5,3,111204,bank,Da Nang,16.0544,108.2022,18.769216376037857,High,0.7480461686081686,0.0591326949500793,[],1398382.367549484,67.5,-25.64,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.07952331392369683,1062184.1055526352,-25.64105790810281,0.8,confidence<70%,review,
APP_0020,A0020,Car,1,1548862,0.8424063282800044,0.95061513429443,0,11,3,3,147896,bank,Hue,16.4637,107.5909,15.75936717199956,High,0.4041660983338981,0.0954868800448329,[],1234133.5263798577,67.6,-20.32,review,"{'min_emp_years': False, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.11983792421054336,938884.3514527716,-20.319981613606785,0.8,"confidence<70%, legal<0.97",review,
APP_0021,A0021,Car,5,675324,0.9470955815104044,0.9727158980920872,20,16,5,6,154990,bank,Hue,16.4637,107.5909,5.290441848959548,High,0.3233138299047646,0.2295046525815756,[],606591.9246776063,70.0,-10.18,approved,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.2555095010247204,530884.510561052,-10.17764440807578,0.8,,approved,
APP_0022,A0022,Apartment,4,260094,0.8412428629354902,0.991269975559816,6,13,2,5,117718,non-bank,Can Tho,10.0452,105.7469,15.875713706450975,Mass,0.6864976627169966,0.4525979069105785,[],218930.85793483316,68.2,-15.83,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.5376948736712112,173437.86910305114,-15.82625591715566,0.8,confidence<70%,review,
APP_0023,A0023,House,31,1248553,0.7650286277094721,0.9647679512672044,22,24,2,1,60858,bank,Da Nang,16.0544,108.2022,23.49713722905279,High,0.7311810187663146,0.05,[],806795.9102142928,66.3,-35.38,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.07543171603811864,565702.1748973608,-35.38152483600673,0.8,"confidence<70%, legal<0.97",review,
APP_0024,A0024,Factory,29,1836223,0.7496736173628731,0.9729274040899276,15,16,2,1,154100,bank,Hue,16.4637,107.5909,25.03263826371269,High,0.4675688294326612,0.0839222687004792,[],1145102.073831419,66.1,-37.64,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.13457315598459607,793451.6544093296,-37.63818044804912,0.8,"confidence<70%, condition<0.75",review,
APP_0025,A0025,Land,28,1951552,0.770352834549404,0.9721157063533946,14,10,5,4,146346,bank,Hue,16.4637,107.5909,22.96471654505961,High,0.8090763666058576,0.0749895467812284,[],1256858.0293170128,66.5,-35.6,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.11643797197964009,894164.6041653196,-35.59700026865732,0.8,confidence<70%,review,
APP_0026,A0026,Land,19,498917,0.8607724102319896,0.9650963695721244,4,24,5,0,196849,bank,HCMC,10.7769,106.7009,13.922758976801042,Mass,0.1723223916667745,0.3945526009336222,[],382592.1663730376,68.2,-23.32,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.514513932331973,301938.6431950036,-23.315468029143602,0.8,"confidence<70%, legal<0.97",review,
APP_0027,A0027,Car,28,511088,0.94699625270093,0.9959220947757778,21,2,5,2,38459,bank,HCMC,10.7769,106.7009,5.300374729907009,High,0.7972084627101161,0.0752492721410011,[],422832.085359197,70.4,-17.27,approved,"{'min_emp_years': True, 'min_credit_hist': False, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.09095572765564604,378848.1477186599,-17.26824238503017,0.8,,approved,
APP_0028,A0028,Factory,7,122954,0.7815587528305199,0.9890647017715758,4,24,4,1,89661,non-bank,Hue,16.4637,107.5909,21.84412471694801,Mass,0.1316809480260991,0.7292239374074857,[],91718.36607570044,67.0,-25.4,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.9775686575794168,67354.44294653341,-25.404325133220198,0.8,"confidence<70%, ltv>cap",review,
APP_0029,A0029,Car,36,325461,0.6991358251805433,0.9555294205498056,12,3,3,0,185603,bank,Hanoi,21.0285,105.8542,30.08641748194567,Mass,0.1804966937464218,0.5702772375184738,[],184809.1631649448,64.8,-43.22,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': True}",1.0042954408832352,117287.7691869138,-43.21618775676816,0.8,"confidence<70%, legal<0.97, condition<0.75, ltv>cap",review,
APP_0030,A0030,Car,20,1131962,0.6946649451990324,0.9998517328918788,25,7,3,7,107770,non-bank,HCMC,10.7769,106.7009,30.53350548009676,High,0.5037640112828663,0.095206376185773,[],721747.8790607464,65.4,-36.24,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.14931806954562518,476233.6830508509,-36.239213060089796,0.8,"confidence<70%, condition<0.75",review,
APP_0031,A0031,Car,37,1116266,0.8984057120973785,0.9939600012153872,27,20,5,0,189098,bank,Hue,16.4637,107.5909,10.159428790262147,High,0.1073907081593027,0.1694022750849708,[],847282.1071034283,69.4,-24.1,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.22318186400331558,718775.1481190749,-24.09675587150121,0.8,confidence<70%,review,
APP_0032,A0032,Apartment,6,773298,0.9266275053695642,0.964195421893202,29,18,1,0,12369,bank,Can Tho,10.0452,105.7469,7.337249463043582,High,0.0948860361900938,0.05,[],690281.2841355411,69.5,-10.74,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.017918782218599556,585895.2216470484,-10.73541065209776,0.8,"confidence<70%, legal<0.97",review,
APP_0033,A0033,House,20,654413,0.64211123194165,0.9918448289830468,28,24,2,7,16682,bank,Da Nang,16.0544,108.2022,35.788876805835,High,0.0504409325408496,0.05,[],386354.2130417505,64.2,-40.96,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.04317799427800545,233756.2641958558,-40.96171484341685,0.8,"confidence<70%, condition<0.75",review,
APP_0034,A0034,Car,28,1668089,0.6266235427820712,0.9553209765935692,16,18,5,1,161245,non-bank,HCMC,10.7769,106.7009,37.33764572179288,High,0.4208691607401236,0.0966645065101442,[],875938.9998538939,63.4,-47.49,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.18408245326089553,498142.3783803285,-47.48847334561322,0.8,"confidence<70%, legal<0.97, condition<0.75",review,
APP_0035,A0035,Factory,20,947066,0.8377734655025807,0.999955236523712,6,15,2,6,78101,non-bank,Da Nang,16.0544,108.2022,16.22265344974193,High,0.7084302990983954,0.0824662695102558,[],714052.1235055419,68.3,-24.6,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.10937716929763298,568277.7867277995,-24.603763253506944,0.8,confidence<70%,review,
APP_0036,A0036,House,18,1626090,0.6584692976770793,0.9832842368053268,25,8,1,0,108843,bank,Hue,16.4637,107.5909,34.15307023229207,High,0.0796125977379283,0.0669354094791801,[],986819.6824030876,64.4,-39.31,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.11029674614408506,606982.2837119345,-39.31334167216528,0.8,"confidence<70%, condition<0.75",review,
APP_0037,A0037,Factory,7,1928263,0.9298656761825366,0.9825062507779398,24,0,3,1,91321,non-bank,Da Nang,16.0544,108.2022,7.013432381746343,High,0.6044189654959771,0.05,[],1700000.7791875526,69.8,-11.84,review,"{'min_emp_years': True, 'min_credit_hist': False, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.053718210672611115,1475462.801633216,-11.837712013996398,0.8,confidence<70%,review,
APP_0038,A0038,Factory,15,668420,0.7241338695696298,0.9545220363492066,29,3,1,0,87512,bank,Hanoi,21.0285,105.8542,27.586613043037023,High,0.7496582198037586,0.1309236707459382,[],427362.0844072689,65.3,-36.06,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.20477249431562236,280623.74381777976,-36.06383944117936,0.8,"confidence<70%, legal<0.97, condition<0.75",review,
APP_0039,A0039,Apartment,10,445339,0.6575487731884571,0.9948516699448312,19,7,5,5,188500,non-bank,Da Nang,16.0544,108.2022,34.24512268115429,Mass,0.1928007212911904,0.4232730571542129,[],285061.03962418734,64.6,-35.99,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.6612618835899517,177152.6996912214,-35.990102006743776,0.8,"confidence<70%, condition<0.75",review,
APP_0040,A0040,Land,12,1908153,0.96838818899498,0.9514499751602234,4,1,5,4,27873,bank,Da Nang,16.0544,108.2022,3.1611811005019863,High,0.1748341745981936,0.05,[],1652633.268398625,70.1,-13.39,review,"{'min_emp_years': True, 'min_credit_hist': False, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.016865810783906393,1446556.9606165253,-13.390945673715626,0.8,legal<0.97,review,
APP_0041,A0041,House,27,1287920,0.6662126890941112,0.9620414029020572,15,12,1,3,156721,bank,Hue,16.4637,107.5909,33.37873109058888,High,0.7816808275774557,0.1216853531275234,[],735442.7698613366,64.3,-42.9,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.21309747871958662,447794.9085195096,-42.89685928774019,0.8,"confidence<70%, legal<0.97, condition<0.75",review,
APP_0042,A0042,Land,25,617289,0.7138880329351742,0.9571510937583316,13,19,3,1,179034,non-bank,Can Tho,10.0452,105.7469,28.611196706482577,High,0.7496559184575805,0.2900327075324523,[],369068.6810569772,65.1,-40.21,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.4850967020210543,239574.9465259128,-40.21136273982248,0.8,"confidence<70%, legal<0.97, condition<0.75",review,
APP_0043,A0043,Land,24,1262626,0.6614453580768235,0.988838397034611,25,24,5,0,134908,bank,Can Tho,10.0452,105.7469,33.855464192317655,High,0.5081005013245589,0.1068471582242089,[],726736.0350685071,64.6,-42.44,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.18563549004045554,451564.29521573905,-42.442494050613,0.8,"confidence<70%, condition<0.75",review,
APP_0044,A0044,Apartment,15,1054361,0.646196025466142,0.9599102113606448,11,12,4,4,85051,bank,Hue,16.4637,107.5909,35.380397453385804,High,0.7463198973998832,0.0806659199268561,[],623107.7959411803,63.8,-40.9,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.1364948417497068,367182.2547236437,-40.901854683435715,0.8,"confidence<70%, legal<0.97, condition<0.75",review,
APP_0045,A0045,House,38,1815787,0.608459206534576,0.9955319113565444,9,21,1,1,40402,bank,HCMC,10.7769,106.7009,39.1540793465424,High,0.1288426658108205,0.05,[],981657.026959584,63.6,-45.94,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.04115694065282069,564898.000451822,-45.937655299901145,0.8,"confidence<70%, condition<0.75",review,
APP_0046,A0046,Factory,4,549131,0.622158163665704,0.9828134519663744,2,24,3,4,139690,bank,Da Nang,16.0544,108.2022,37.7841836334296,High,0.3853092902479412,0.2543837444981252,[],329059.12116363377,63.7,-40.08,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.42451338077492545,191147.8576966707,-40.076389574867605,0.8,"confidence<70%, condition<0.75",review,
APP_0047,A0047,Car,14,1983196,0.669856588374341,0.9518081355247348,25,21,3,5,99071,non-bank,Hanoi,21.0285,105.8542,33.0143411625659,High,0.677127922690417,0.05,[],1175925.5650315075,64.2,-40.71,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.08424938018704059,712253.6496644466,-40.705529608192656,0.8,"confidence<70%, legal<0.97, condition<0.75",review,
APP_0048,A0048,Factory,5,1875284,0.6213527730508701,0.950271491706435,22,11,3,6,38381,non-bank,Can Tho,10.0452,105.7469,37.86472269491299,High,0.2688341654253688,0.05,[],1079586.8982768876,63.2,-42.43,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': True}",0.03555156149195524,605573.9043940805,-42.43075191400942,0.8,"confidence<70%, legal<0.97, condition<0.75",review,
APP_0049,A0049,Land,14,402368,0.8364575264443885,0.95258289585072,1,8,0,3,78333,non-bank,Can Tho,10.0452,105.7469,16.354247355561146,Mass,0.6894795772685198,0.1946799944329569,[],298162.5235135574,67.5,-25.9,review,"{'min_emp_years': False, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.2627191341048541,225695.72514203558,-25.89805264992311,0.8,"confidence<70%, legal<0.97",review,
APP_0050,A0050,Land,38,370985,0.8722858107198026,0.9802962588823864,13,24,1,0,192694,bank,Can Tho,10.0452,105.7469,12.77141892801974,Mass,0.4785518137321917,0.5194118360580616,[],269644.4148061487,68.7,-27.32,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': True, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.7146226267602485,219043.91223790668,-27.31662606139098,0.8,confidence<70%,review,
APP_0051,A0051,Land,15,1089655,0.7574521827328113,0.9900740905429708,14,6,5,2,60423,bank,HCMC,10.7769,106.7009,24.254781726718868,High,0.6877260897559981,0.055451496115743,[],770999.0402644392,66.5,-29.24,review,"{'min_emp_years': True, 'min_credit_hist': True, 'max_delinquencies': False, 'amount_min': True, 'amount_max': True, 'max_dti': False}",0.07836974735957644,549288.3141048657,-29.24374776746409,0.8,confidence<70%,review,
